product_id,manufacturer_id,attribute_1,attribute_2,attribute_3,attribute_4,attribute_5,categories,category_id,parent_category
6084,1040,6,1,454,0,173,2022.0,2022.0,282.0
6084,1040,6,1,454,0,173,1581.0,1581.0,143.0
31733,1040,6,1,454,0,173,,2785.4,613.0
19652,703,4,0,335,0,89,1330.0,1330.0,481.0
19652,703,4,0,335,0,89,332.0,332.0,219.0
19652,703,4,0,335,0,89,3471.0,3471.0,114.0
7002,752,4,1,31,3,140,2797.0,2797.0,378.0
7002,752,4,1,31,3,140,2865.0,2865.0,459.0
1504,752,4,1,31,3,140,2797.0,2797.0,378.0
1504,752,4,1,31,3,140,2865.0,2865.0,459.0
3914,1201,4,0,39,0,151,2020.0,2020.0,154.0
3914,1201,4,0,39,0,151,327.0,327.0,37.0
3914,1201,4,0,39,0,151,3920.0,3920.0,522.0
3914,1201,4,0,39,0,151,3921.0,3921.0,522.0
3914,1201,4,0,39,0,151,3922.0,3922.0,522.0
24190,1201,4,0,39,0,151,2020.0,2020.0,154.0
24190,1201,4,0,39,0,151,327.0,327.0,37.0
24190,1201,4,0,39,0,151,3920.0,3920.0,522.0
24190,1201,4,0,39,0,151,3921.0,3921.0,522.0
24190,1201,4,0,39,0,151,3922.0,3922.0,522.0
7811,1371,10,3,379,3,127,614.0,614.0,256.0
7811,1371,10,3,379,3,127,3916.0,3916.0,522.0
21408,440,10,1,503,0,37,,2467.8,613.0
20836,1023,10,0,522,0,39,1147.0,1147.0,88.0
20836,1023,10,0,522,0,39,2790.0,2790.0,526.0
20836,1023,10,0,522,0,39,1085.0,1085.0,342.0
20836,1023,10,0,522,0,39,1578.0,1578.0,342.0
20836,1023,10,0,522,0,39,3084.0,3084.0,29.0
20836,1023,10,0,522,0,39,668.0,668.0,29.0
20836,1023,10,0,522,0,39,1097.0,1097.0,29.0
20836,1023,10,0,522,0,39,655.0,655.0,29.0
23438,1023,10,2,522,0,39,1147.0,1147.0,88.0
23438,1023,10,2,522,0,39,2790.0,2790.0,526.0
23438,1023,10,2,522,0,39,1085.0,1085.0,342.0
23438,1023,10,2,522,0,39,1578.0,1578.0,342.0
23438,1023,10,2,522,0,39,3084.0,3084.0,29.0
23438,1023,10,2,522,0,39,668.0,668.0,29.0
23438,1023,10,2,522,0,39,655.0,655.0,29.0
2722,1023,10,3,522,0,39,1147.0,1147.0,88.0
2722,1023,10,3,522,0,39,2790.0,2790.0,526.0
2722,1023,10,3,522,0,39,1578.0,1578.0,342.0
2722,1023,10,3,522,0,39,3084.0,3084.0,29.0
2722,1023,10,3,522,0,39,668.0,668.0,29.0
2722,1023,10,3,522,0,39,655.0,655.0,29.0
32457,238,6,1,282,3,33,3818.0,3818.0,225.0
32457,238,6,1,282,3,33,2136.0,2136.0,15.0
27772,238,6,0,394,3,33,3818.0,3818.0,225.0
27772,238,6,0,394,3,33,2136.0,2136.0,15.0
27772,238,6,0,394,3,33,3307.0,3307.0,165.0
27772,238,6,0,394,3,33,3364.0,3364.0,189.0
26813,239,4,1,462,0,10,,3242.8,613.0
19733,239,4,1,462,0,10,,3242.8,613.0
30317,238,6,0,496,3,33,3818.0,3818.0,225.0
30317,238,6,0,496,3,33,2136.0,2136.0,15.0
30317,238,6,0,496,3,33,31.0,31.0,473.0
30317,238,6,0,496,3,33,3925.0,3925.0,522.0
30317,238,6,0,496,3,33,3926.0,3926.0,522.0
10963,454,10,0,62,3,141,1055.0,1055.0,175.0
10963,454,10,0,62,3,141,3927.0,3927.0,522.0
16219,62,10,1,503,3,152,2833.0,2833.0,609.0
16219,62,10,1,503,3,152,498.0,498.0,530.0
16010,715,4,1,491,3,66,1807.0,1807.0,15.0
16010,715,4,1,491,3,66,2203.0,2203.0,276.0
16010,715,4,1,491,3,66,2716.0,2716.0,334.0
29149,1379,6,1,444,0,117,3169.0,3169.0,240.0
29149,1379,6,1,444,0,117,1920.0,1920.0,120.0
29149,1379,6,1,444,0,117,1136.0,1136.0,532.0
29149,1379,6,1,444,0,117,3923.0,3923.0,522.0
22075,1385,10,1,504,0,37,,2382.0,613.0
22480,791,6,0,502,3,178,3900.0,3900.0,522.0
22480,791,6,0,502,3,178,3901.0,3901.0,522.0
22480,791,6,0,502,3,178,3902.0,3902.0,522.0
22480,791,6,0,502,3,178,3903.0,3903.0,522.0
22480,791,6,0,502,3,178,3910.0,3910.0,522.0
22480,791,6,0,502,3,178,3911.0,3911.0,522.0
22480,791,6,0,502,3,178,3639.0,3639.0,515.0
22480,791,6,0,502,3,178,1085.0,1085.0,342.0
22480,791,6,0,502,3,178,3912.0,3912.0,522.0
22480,791,6,0,502,3,178,3914.0,3914.0,522.0
22480,791,6,0,502,3,178,3924.0,3924.0,522.0
22480,791,6,0,502,3,178,3915.0,3915.0,522.0
21222,238,6,1,332,3,33,3818.0,3818.0,225.0
21222,238,6,1,332,3,33,2136.0,2136.0,15.0
17997,239,4,2,462,0,10,,3242.8,613.0
29010,249,10,0,503,0,185,3683.0,3683.0,403.0
29010,249,10,0,503,0,185,2833.0,2833.0,609.0
29010,249,10,0,503,0,185,1694.0,1694.0,554.0
29010,249,10,0,503,0,185,2863.0,2863.0,554.0
29010,249,10,0,503,0,185,2863.0,2863.0,522.0
29010,249,10,0,503,0,185,1085.0,1085.0,342.0
29010,249,10,0,503,0,185,1083.0,1083.0,80.0
29010,249,10,0,503,0,185,522.0,522.0,87.0
29270,239,4,1,462,0,10,,3242.8,613.0
29191,238,6,1,496,3,33,3818.0,3818.0,225.0
29191,238,6,1,496,3,33,2136.0,2136.0,15.0
27816,1023,10,0,522,0,29,1147.0,1147.0,88.0
27816,1023,10,0,522,0,29,2790.0,2790.0,526.0
27816,1023,10,0,522,0,29,1085.0,1085.0,342.0
27816,1023,10,0,522,0,29,1578.0,1578.0,342.0
27816,1023,10,0,522,0,29,3470.0,3470.0,29.0
27816,1023,10,0,522,0,29,1097.0,1097.0,29.0
27816,1023,10,0,522,0,29,655.0,655.0,29.0
27816,1023,10,0,522,0,29,2209.0,2209.0,522.0
13585,239,4,1,452,0,12,3254.0,3254.0,0.0
13585,239,4,1,452,0,12,1646.0,1646.0,126.0
13331,238,6,0,496,3,33,3818.0,3818.0,225.0
13331,238,6,0,496,3,33,2136.0,2136.0,15.0
13331,238,6,0,496,3,33,3926.0,3926.0,522.0
9577,239,4,1,452,0,12,3254.0,3254.0,0.0
9577,239,4,1,452,0,12,1646.0,1646.0,126.0
13653,238,6,0,9,3,33,3818.0,3818.0,225.0
13653,238,6,0,9,3,33,2136.0,2136.0,15.0
13653,238,6,0,9,3,33,379.0,379.0,341.0
13653,238,6,0,9,3,33,3929.0,3929.0,522.0
13653,238,6,0,9,3,33,3930.0,3930.0,522.0
8535,279,10,1,507,0,43,585.0,585.0,361.0
8535,279,10,1,507,0,43,2731.0,2731.0,350.0
8535,279,10,1,507,0,43,3639.0,3639.0,515.0
8535,279,10,1,507,0,43,3931.0,3931.0,522.0
15811,238,6,2,496,3,33,3818.0,3818.0,225.0
15811,238,6,2,496,3,33,2136.0,2136.0,15.0
18781,239,4,1,462,0,10,3827.0,3827.0,0.0
18781,239,4,1,462,0,10,1611.0,1611.0,213.0
32346,361,10,1,243,3,45,3107.0,3107.0,300.0
32346,361,10,1,243,3,45,3540.0,3540.0,522.0
32346,361,10,1,243,3,45,1529.0,1529.0,21.0
32346,361,10,1,243,3,45,3469.0,3469.0,508.0
9206,1201,4,0,174,0,44,1012.0,1012.0,157.0
9206,1201,4,0,174,0,44,1555.0,1555.0,163.0
9206,1201,4,0,174,0,44,1350.0,1350.0,163.0
25833,139,6,0,491,3,117,1920.0,1920.0,120.0
25833,139,6,0,491,3,117,3907.0,3907.0,522.0
25833,139,6,0,491,3,117,3932.0,3932.0,522.0
12742,1201,4,0,174,0,44,1012.0,1012.0,157.0
12742,1201,4,0,174,0,44,1555.0,1555.0,163.0
12742,1201,4,0,174,0,44,1350.0,1350.0,163.0
1033,193,10,0,507,0,17,2131.0,2131.0,326.0
1033,193,10,0,507,0,17,2091.0,2091.0,350.0
1033,193,10,0,507,0,17,1421.0,1421.0,350.0
1033,193,10,0,507,0,17,2632.0,2632.0,14.0
256,265,10,2,536,0,156,300.0,300.0,28.0
4232,598,4,1,491,0,66,1807.0,1807.0,15.0
9860,598,4,1,491,0,66,1807.0,1807.0,15.0
15336,239,4,1,452,0,12,,2204.4,613.0
26013,1237,10,1,484,3,101,,1613.8,613.0
25566,239,4,1,452,0,12,,2204.4,613.0
19233,1237,10,1,484,3,101,1608.0,1608.0,260.0
30464,239,4,1,462,0,10,,3242.8,613.0
24529,239,4,1,462,0,10,3827.0,3827.0,0.0
24529,239,4,1,462,0,10,2269.0,2269.0,213.0
23188,239,4,1,462,0,10,3827.0,3827.0,0.0
23188,239,4,1,462,0,10,2269.0,2269.0,213.0
21393,368,1,1,474,3,78,,1895.0,613.0
22819,239,4,1,462,0,10,,3242.8,613.0
27720,239,4,1,462,0,10,,3242.8,613.0
26970,227,4,1,491,0,66,,1783.2,613.0
26024,227,4,0,491,0,66,1807.0,1807.0,15.0
19595,1496,4,0,291,0,44,3652.0,3652.0,606.0
19595,1496,4,0,291,0,44,30.0,30.0,120.0
19595,1496,4,0,291,0,44,1060.0,1060.0,96.0
19595,1496,4,0,291,0,44,3268.0,3268.0,94.0
19595,1496,4,0,291,0,44,2104.0,2104.0,507.0
19595,1496,4,0,291,0,44,3935.0,3935.0,522.0
19595,1496,4,0,291,0,44,3936.0,3936.0,522.0
19595,1496,4,0,291,0,44,3937.0,3937.0,522.0
2392,315,10,3,509,0,132,667.0,667.0,391.0
25501,622,4,1,487,3,66,,1783.2,613.0
29683,1445,3,0,-1,-1,-1,664.0,664.0,358.0
29683,1445,3,0,-1,-1,-1,2209.0,2209.0,522.0
29683,1445,3,0,-1,-1,-1,669.0,669.0,37.0
29683,1445,3,0,-1,-1,-1,1760.0,1760.0,313.0
29683,1445,3,0,-1,-1,-1,1667.0,1667.0,543.0
29683,1445,3,0,-1,-1,-1,3283.0,3283.0,522.0
29683,1445,3,0,-1,-1,-1,3915.0,3915.0,522.0
18084,1383,10,0,503,0,17,2833.0,2833.0,609.0
18084,1383,10,0,503,0,17,1083.0,1083.0,80.0
18084,1383,10,0,503,0,17,2325.0,2325.0,80.0
21573,398,4,0,491,3,66,1807.0,1807.0,15.0
13420,939,4,1,469,0,-1,,3094.0,613.0
7610,239,4,1,462,0,10,,3242.8,613.0
819,1006,4,1,491,3,11,3138.0,3138.0,453.0
31771,239,4,1,462,0,10,3827.0,3827.0,0.0
31771,239,4,1,462,0,10,3838.0,3838.0,213.0
9911,1111,4,0,82,3,66,3900.0,3900.0,522.0
9911,1111,4,0,82,3,66,3901.0,3901.0,522.0
9911,1111,4,0,82,3,66,3902.0,3902.0,522.0
9911,1111,4,0,82,3,66,3903.0,3903.0,522.0
9911,1111,4,0,82,3,66,3910.0,3910.0,522.0
9911,1111,4,0,82,3,66,383.0,383.0,430.0
9911,1111,4,0,82,3,66,1886.0,1886.0,13.0
252,979,4,0,484,3,16,2473.0,2473.0,276.0
252,979,4,0,484,3,16,3900.0,3900.0,522.0
252,979,4,0,484,3,16,3905.0,3905.0,522.0
252,979,4,0,484,3,16,1816.0,1816.0,240.0
252,979,4,0,484,3,16,2209.0,2209.0,522.0
252,979,4,0,484,3,16,3226.0,3226.0,557.0
7674,242,10,1,503,0,1,146.0,146.0,529.0
7674,242,10,1,503,0,1,1138.0,1138.0,80.0
9634,979,4,0,484,3,66,2470.0,2470.0,276.0
9634,979,4,0,484,3,66,3900.0,3900.0,522.0
9634,979,4,0,484,3,66,3905.0,3905.0,522.0
9634,979,4,0,484,3,66,1816.0,1816.0,240.0
9634,979,4,0,484,3,66,2209.0,2209.0,522.0
11435,979,4,0,487,3,66,914.0,914.0,453.0
11435,979,4,0,487,3,66,2473.0,2473.0,276.0
11435,979,4,0,487,3,66,3900.0,3900.0,522.0
11435,979,4,0,487,3,66,3905.0,3905.0,522.0
11435,979,4,0,487,3,66,2808.0,2808.0,2.0
11435,979,4,0,487,3,66,1816.0,1816.0,240.0
11435,979,4,0,487,3,66,2209.0,2209.0,522.0
14289,734,10,0,521,3,45,2733.0,2733.0,548.0
14289,734,10,0,521,3,45,1688.0,1688.0,240.0
14289,734,10,0,521,3,45,985.0,985.0,152.0
14289,734,10,0,521,3,45,3610.0,3610.0,479.0
14289,734,10,0,521,3,45,1007.0,1007.0,479.0
20693,1250,4,1,462,0,10,,3242.8,613.0
14790,622,4,1,491,3,66,,1783.2,613.0
26906,765,4,0,497,0,177,1591.0,1591.0,68.0
26906,765,4,0,497,0,177,2312.0,2312.0,561.0
26906,765,4,0,497,0,177,1283.0,1283.0,202.0
337,765,4,0,497,0,177,1591.0,1591.0,68.0
337,765,4,0,497,0,177,1283.0,1283.0,202.0
27223,1278,8,2,468,0,-1,3024.0,3024.0,120.0
27223,1278,8,2,468,0,-1,3938.0,3938.0,522.0
31823,765,4,0,497,0,177,1591.0,1591.0,68.0
31823,765,4,0,497,0,177,1283.0,1283.0,202.0
8290,765,4,0,497,0,-1,1591.0,1591.0,68.0
8290,765,4,0,497,0,-1,1283.0,1283.0,202.0
4469,1383,10,1,503,0,186,,2836.2,613.0
4646,561,6,0,495,0,117,2136.0,2136.0,15.0
22253,437,4,2,491,3,144,1807.0,1807.0,15.0
13811,979,4,0,484,3,66,3901.0,3901.0,522.0
13811,979,4,0,484,3,66,3900.0,3900.0,522.0
13811,979,4,0,484,3,66,3905.0,3905.0,522.0
13811,979,4,0,484,3,66,3910.0,3910.0,522.0
13811,979,4,0,484,3,66,1816.0,1816.0,240.0
13811,979,4,0,484,3,66,2473.0,2473.0,276.0
13811,979,4,0,484,3,66,2209.0,2209.0,522.0
2393,239,4,1,462,0,10,3827.0,3827.0,0.0
2393,239,4,1,462,0,10,3838.0,3838.0,213.0
615,239,4,1,462,0,10,3827.0,3827.0,0.0
615,239,4,1,462,0,10,3838.0,3838.0,213.0
26890,265,4,1,491,3,66,,1783.2,613.0
2409,979,4,2,485,3,66,2470.0,2470.0,276.0
2409,979,4,2,485,3,66,3900.0,3900.0,522.0
2409,979,4,2,485,3,66,3905.0,3905.0,522.0
2409,979,4,2,485,3,66,1608.0,1608.0,260.0
2409,979,4,2,485,3,66,1816.0,1816.0,240.0
2409,979,4,2,485,3,66,2209.0,2209.0,522.0
10319,239,4,1,462,0,10,3827.0,3827.0,0.0
10319,239,4,1,462,0,10,3838.0,3838.0,213.0
9323,1232,4,0,358,0,117,2295.0,2295.0,307.0
599,10,9,1,514,0,-1,,2198.2,613.0
4309,533,4,1,466,0,-1,316.0,316.0,93.0
30852,1232,4,0,358,0,117,2295.0,2295.0,307.0
30942,1232,4,0,358,0,117,2295.0,2295.0,307.0
30942,1232,4,0,358,0,117,1763.0,1763.0,522.0
31932,624,6,1,481,0,15,,1842.0,613.0
17464,1300,10,1,503,0,122,2005.0,2005.0,361.0
17464,1300,10,1,503,0,122,74.0,74.0,361.0
17464,1300,10,1,503,0,122,1000.0,1000.0,257.0
17464,1300,10,1,503,0,122,3941.0,3941.0,522.0
25550,397,10,2,515,3,39,1176.0,1176.0,548.0
25550,397,10,2,515,3,39,536.0,536.0,269.0
25550,397,10,2,515,3,39,1361.0,1361.0,593.0
10223,397,10,1,491,3,38,1920.0,1920.0,120.0
10223,397,10,1,491,3,38,1807.0,1807.0,15.0
10223,397,10,1,491,3,38,3907.0,3907.0,522.0
10223,397,10,1,491,3,38,3942.0,3942.0,522.0
10223,397,10,1,491,3,38,3932.0,3932.0,522.0
7705,1156,10,1,491,3,152,3775.0,3775.0,175.0
7705,1156,10,1,491,3,152,1807.0,1807.0,15.0
7705,1156,10,1,491,3,152,3943.0,3943.0,522.0
10583,217,4,2,491,3,66,3900.0,3900.0,522.0
10583,217,4,2,491,3,66,3901.0,3901.0,522.0
10583,217,4,2,491,3,66,3905.0,3905.0,522.0
10583,217,4,2,491,3,66,3902.0,3902.0,522.0
10583,217,4,2,491,3,66,3903.0,3903.0,522.0
10583,217,4,2,491,3,66,3916.0,3916.0,522.0
15396,239,4,1,462,0,10,,3242.8,613.0
5762,77,6,1,484,0,144,1225.0,1225.0,449.0
21357,1452,10,1,534,3,45,1045.0,1045.0,467.0
22644,379,4,1,490,0,144,,1953.8,613.0
14008,322,10,1,536,0,19,,2564.8,613.0
7257,207,4,0,28,0,175,813.0,813.0,175.0
7257,207,4,0,28,0,175,3949.0,3949.0,522.0
23945,207,4,0,28,0,175,813.0,813.0,175.0
23945,207,4,0,28,0,175,3949.0,3949.0,522.0
14611,239,4,1,462,0,10,,3242.8,613.0
1259,207,4,0,28,0,175,813.0,813.0,175.0
1259,207,4,0,28,0,175,3949.0,3949.0,522.0
27970,239,4,1,462,0,10,,3242.8,613.0
4847,230,4,0,39,0,21,327.0,327.0,37.0
4847,230,4,0,39,0,21,3920.0,3920.0,522.0
4847,230,4,0,39,0,21,3922.0,3922.0,522.0
16267,239,4,1,462,0,10,,3242.8,613.0
10829,64,6,1,207,0,45,,2307.4,613.0
5398,64,4,1,455,0,174,1373.0,1373.0,44.0
5398,64,4,1,455,0,174,344.0,344.0,282.0
5398,64,4,1,455,0,174,2888.0,2888.0,110.0
21550,1156,4,1,495,0,33,,2647.0,613.0
28821,495,6,1,507,0,122,3529.0,3529.0,350.0
28821,495,6,1,507,0,122,2428.0,2428.0,14.0
9409,1156,4,1,495,0,33,2136.0,2136.0,15.0
25598,495,6,1,507,0,122,,3459.2,613.0
1791,381,4,1,487,0,-1,,3023.2,613.0
20576,1156,4,1,495,0,33,,2647.0,613.0
27298,1156,4,2,34,0,33,3775.0,3775.0,175.0
27298,1156,4,2,34,0,33,3950.0,3950.0,522.0
27298,1156,4,2,34,0,33,3929.0,3929.0,522.0
788,1156,4,1,495,0,33,,2647.0,613.0
21015,1156,4,1,495,0,33,,2647.0,613.0
31178,378,4,0,401,3,44,2580.0,2580.0,244.0
31178,378,4,0,401,3,44,2502.0,2502.0,167.0
31178,378,4,0,401,3,44,3051.0,3051.0,5.0
31178,378,4,0,401,3,44,169.0,169.0,232.0
31178,378,4,0,401,3,44,1879.0,1879.0,550.0
31178,378,4,0,401,3,44,2612.0,2612.0,229.0
31178,378,4,0,401,3,44,3668.0,3668.0,257.0
31178,378,4,0,401,3,44,2547.0,2547.0,607.0
31178,378,4,0,401,3,44,3047.0,3047.0,362.0
31178,378,4,0,401,3,44,2738.0,2738.0,362.0
31178,378,4,0,401,3,44,3514.0,3514.0,362.0
31178,378,4,0,401,3,44,2259.0,2259.0,362.0
4448,219,4,1,536,0,144,3278.0,3278.0,28.0
9436,1158,10,2,503,0,17,2833.0,2833.0,609.0
9436,1158,10,2,503,0,17,2325.0,2325.0,80.0
16445,888,4,0,76,0,53,1158.0,1158.0,240.0
16445,888,4,0,76,0,53,855.0,855.0,37.0
16445,888,4,0,76,0,53,480.0,480.0,37.0
16445,888,4,0,76,0,53,3281.0,3281.0,384.0
16445,888,4,0,76,0,53,3952.0,3952.0,522.0
29978,839,4,1,96,3,44,136.0,136.0,258.0
12927,839,4,1,96,3,44,136.0,136.0,258.0
4923,839,4,0,96,0,44,136.0,136.0,258.0
8839,1194,10,1,502,0,126,3310.0,3310.0,391.0
21375,615,4,0,100,3,66,2469.0,2469.0,276.0
32767,127,10,0,207,0,84,74.0,74.0,361.0
32767,127,10,0,207,0,84,3941.0,3941.0,522.0
28819,127,10,2,207,0,84,74.0,74.0,361.0
28819,127,10,2,207,0,84,3953.0,3953.0,522.0
28819,127,10,2,207,0,84,3954.0,3954.0,522.0
16343,1383,10,0,509,0,-1,667.0,667.0,391.0
31990,453,4,1,458,0,-1,2927.0,2927.0,180.0
31990,453,4,1,458,0,-1,3783.0,3783.0,180.0
31990,453,4,1,458,0,-1,478.0,478.0,456.0
20145,756,10,0,398,0,87,2256.0,2256.0,481.0
20145,756,10,0,398,0,87,41.0,41.0,336.0
20145,756,10,0,398,0,87,1518.0,1518.0,336.0
4985,523,6,1,503,0,186,3900.0,3900.0,522.0
4985,523,6,1,503,0,186,3901.0,3901.0,522.0
4985,523,6,1,503,0,186,3902.0,3902.0,522.0
4985,523,6,1,503,0,186,3903.0,3903.0,522.0
4985,523,6,1,503,0,186,411.0,411.0,87.0
16538,523,6,0,503,0,184,3900.0,3900.0,522.0
16538,523,6,0,503,0,184,3901.0,3901.0,522.0
16538,523,6,0,503,0,184,3902.0,3902.0,522.0
16538,523,6,0,503,0,184,3903.0,3903.0,522.0
16538,523,6,0,503,0,184,1229.0,1229.0,310.0
15809,453,4,1,458,0,-1,2927.0,2927.0,180.0
15809,453,4,1,458,0,-1,3783.0,3783.0,180.0
15809,453,4,1,458,0,-1,3768.0,3768.0,600.0
15809,453,4,1,458,0,-1,478.0,478.0,456.0
20808,323,10,3,468,3,132,,2068.0,613.0
30109,303,4,0,468,0,108,3024.0,3024.0,120.0
30109,303,4,0,468,0,108,3907.0,3907.0,522.0
30109,303,4,0,468,0,108,3955.0,3955.0,522.0
30109,303,4,0,468,0,108,3956.0,3956.0,522.0
11979,598,4,1,484,0,66,,1783.2,613.0
4376,1323,4,1,456,0,-1,,3146.0,613.0
23676,453,4,1,458,0,-1,2927.0,2927.0,180.0
23676,453,4,1,458,0,-1,3783.0,3783.0,180.0
23676,453,4,1,458,0,-1,478.0,478.0,456.0
18744,1433,4,0,386,0,16,614.0,614.0,256.0
81,1416,10,1,465,0,133,1425.0,1425.0,78.0
81,1416,10,1,465,0,133,2878.0,2878.0,451.0
12137,523,10,0,503,0,17,3900.0,3900.0,522.0
12137,523,10,0,503,0,17,3901.0,3901.0,522.0
12137,523,10,0,503,0,17,3902.0,3902.0,522.0
12137,523,10,0,503,0,17,3903.0,3903.0,522.0
12137,523,10,0,503,0,17,1184.0,1184.0,310.0
26808,1416,10,1,465,0,133,3004.0,3004.0,451.0
13586,879,4,0,474,0,-1,2402.0,2402.0,378.0
13586,879,4,0,474,0,-1,3223.0,3223.0,152.0
13586,879,4,0,474,0,-1,2163.0,2163.0,168.0
5044,796,6,1,491,3,46,,2142.0,613.0
334,1492,4,1,491,3,66,2203.0,2203.0,276.0
334,1492,4,1,491,3,66,2716.0,2716.0,334.0
334,1492,4,1,491,3,66,805.0,805.0,303.0
12095,993,4,0,282,0,66,662.0,662.0,267.0
12095,993,4,0,282,0,66,281.0,281.0,173.0
10837,993,4,0,282,0,66,662.0,662.0,267.0
10837,993,4,0,282,0,66,281.0,281.0,173.0
10837,993,4,0,282,0,66,1513.0,1513.0,543.0
4874,453,4,0,458,0,-1,2927.0,2927.0,180.0
4874,453,4,0,458,0,-1,3783.0,3783.0,180.0
4874,453,4,0,458,0,-1,478.0,478.0,456.0
31630,453,4,0,458,0,-1,2927.0,2927.0,180.0
31630,453,4,0,458,0,-1,3783.0,3783.0,180.0
31630,453,4,0,458,0,-1,3768.0,3768.0,600.0
31630,453,4,0,458,0,-1,478.0,478.0,456.0
7190,186,6,0,207,0,17,74.0,74.0,361.0
7190,186,6,0,207,0,17,3957.0,3957.0,522.0
7228,1371,4,1,514,0,187,1098.0,1098.0,548.0
7228,1371,4,1,514,0,187,849.0,849.0,445.0
30977,249,10,1,503,0,17,3683.0,3683.0,403.0
30977,249,10,1,503,0,17,146.0,146.0,529.0
30977,249,10,1,503,0,17,1085.0,1085.0,342.0
30977,249,10,1,503,0,17,1138.0,1138.0,80.0
32143,105,6,1,495,3,-1,,3274.8,613.0
23181,1416,10,1,465,0,133,260.0,260.0,451.0
25048,221,6,2,500,3,116,1021.0,1021.0,526.0
29485,105,6,1,495,3,-1,1807.0,1807.0,15.0
24850,363,4,0,506,3,-1,3755.0,3755.0,609.0
24850,363,4,0,506,3,-1,702.0,702.0,215.0
22541,342,6,1,181,0,17,585.0,585.0,361.0
22541,342,6,1,181,0,17,3960.0,3960.0,522.0
4675,105,6,1,495,3,-1,,3274.8,613.0
9608,75,6,1,495,0,146,2136.0,2136.0,15.0
16763,615,4,0,487,3,16,1807.0,1807.0,15.0
158,342,6,0,181,0,17,585.0,585.0,361.0
158,342,6,0,181,0,17,3960.0,3960.0,522.0
26609,664,10,2,505,0,126,,3189.0,613.0
26018,1126,10,3,533,0,45,2194.0,2194.0,524.0
26018,1126,10,3,533,0,45,3029.0,3029.0,524.0
